rank,ensembl_id,gene_name,corr,likelihood,spearmans,shap_rank,shap_value,canonical
82,ENSMUSG00000032035.17,Ets1,16.36,0.22857193088831304,0.8272869401292582,,,0
83,ENSMUSG00000030717.10,Nupr1,16.32,0.10750062645228957,0.4358695127303683,,,0
84,ENSMUSG00000044365.16,Cxxc4,16.07,0.2088233766775104,0.7266938395478963,,,0
85,ENSMUSG00000026701.16,Prdx6,16.0,0.2350813669463785,0.4211887142171923,,,0
86,ENSMUSG00000050199.14,Lgr4,15.51,0.19016583806222825,0.6564477148703622,,,0
87,ENSMUSG00000038642.11,Ctss,15.49,0.7765603522319173,0.8522031657040644,,,0
88,ENSMUSG00000001025.9,S100a6,15.15,0.12457727204085885,0.592527022963999,,,0
89,ENSMUSG00000033952.15,Aspm,15.07,0.21379866948289772,0.5101135428287559,,,0
90,ENSMUSG00000034738.9,Nostrin,14.92,0.30434561730220305,0.4244439514033594,,,0
91,ENSMUSG00000033910.14,Gucy1a1,14.63,0.333006729425633,0.6834849088638708,,,0
92,ENSMUSG00000037625.8,Cldn11,14.41,0.587013815563565,0.4861862732881442,,,1
93,ENSMUSG00000038738.16,Shank1,14.37,0.320703532565745,0.7172355781565842,,,0
94,ENSMUSG00000060961.17,Slc4a4,14.07,0.32243486477425093,0.7647207684715593,,,0
95,ENSMUSG00000021097.16,Clmn,13.64,0.4124777097885522,0.640310239009633,,,0
96,ENSMUSG00000020331.10,Hcn2,13.49,0.2569221897644319,0.5379644978753129,,,0
97,ENSMUSG00000042797.10,Aqp11,13.43,0.11560400492038579,0.3406737969023138,,,0
98,ENSMUSG00000021998.17,Lcp1,13.4,0.29675926838153865,0.8421330013900009,,,0
99,ENSMUSG00000110631.2,Gm42047,13.3,0.16369480325825872,0.6368901492056024,,,0
100,ENSMUSG00000020053.19,Igf1,13.25,0.35546970050372806,0.8131993191268083,,,0
