gene,z,logFC,pvals,p_adj,is_known_marker
Vps13b,4.185064,0.77288127,2.850860173079974e-05,0.0001394749817294929,False
Ptprf,4.1826053,0.868211,2.8818761223998516e-05,0.00014095636878765848,False
Zfp703,4.181326,0.5186819,2.898139389677032e-05,0.00014171561006394665,False
Oxr1,4.1811433,0.42034417,2.9004698231083837e-05,0.00014179333830005456,False
Wwox,4.1787014,0.9847608,2.931784350398964e-05,0.000143287591119218,False
Cct7,4.178585,0.11959115,2.9332835052375985e-05,0.00014332426093117794,False
Gabra4,4.1762757,1.1571172,2.9632037587667222e-05,0.00014471231625168743,False
Rars2,4.17513,0.5421217,2.9781637771173413e-05,0.0001453687236170589,False
Lactb2,4.173518,1.4905925,2.999315960578266e-05,0.00014636386580700519,False
Pex2,4.173219,0.36852565,3.0032567815999375e-05,0.00014651881606689065,False
Nat10,4.1721725,0.834676,3.017088444030949e-05,0.00014711861332562633,False
C1galt1,4.171857,0.63039273,3.0212717662489306e-05,0.00014728507471787643,False
Thumpd2,4.1703286,1.0148511,3.0416059406754596e-05,0.00014823859459788037,False
Ccdc114,4.169581,1.0291015,3.0515993064225228e-05,0.00014868777781471655,False
Efcab2,4.1692324,0.85523146,3.056273548078982e-05,0.00014887762646139893,False
Eef1a1,4.1647468,0.047367763,3.116980303588239e-05,0.0001517189370050237,False
Immp2l,4.163634,1.3890462,3.132221056603113e-05,0.0001523723743794832,False
2310040G24Rik,4.163617,1.5701547,3.1324490659499955e-05,0.0001523723743794832,False
Socs6,4.163551,0.43191564,3.13336126106082e-05,0.0001523723743794832,False
Rer1,4.163534,0.21889068,3.1335893492744964e-05,0.0001523723743794832,False
Ctnna1,4.1606936,0.3325931,3.172825301291786e-05,0.0001542410552233261,False
Jph1,4.1594644,1.0255307,3.189948914341548e-05,0.0001550341093742582,False
Aimp1,4.157238,0.16024959,3.221180227335633e-05,0.00015647250855577838,False
Kmt2c,4.1554275,0.26972276,3.246798843937503e-05,0.00015763694336407884,False
Dnlz,4.1552615,0.2919523,3.249158844980941e-05,0.00015771151695178855,False
Gm14305,4.1518393,0.695013,3.2981389722046174e-05,0.00016000781188599283,False
Ddit4l,4.1513076,1.6928998,3.3058101923276264e-05,0.00016033933418894687,False
Mink1,4.150743,1.0242337,3.313979434030257e-05,0.00016069483756753252,False
Szrd1,4.1499124,0.3369725,3.3260278694705236e-05,0.0001611565756804971,False
Idh3g,4.1473374,0.2181643,3.363643004250979e-05,0.00016289666866993796,False
Fam229b,4.146723,0.7017177,3.3726816551614866e-05,0.00016329307917565316,False
Bri3,4.1434503,0.171321,3.421196078309151e-05,0.0001655582092105154,False
Nr1d2,4.142636,0.6467554,3.433365647906687e-05,0.0001661051191488526,False
Ccdc8,4.1375027,1.6449056,3.511060741736514e-05,0.0001697352653096619,False
Psenen,4.1343465,0.197455,3.5596603217055776e-05,0.00017204125984121983,False
Pak1ip1,4.1319213,0.222991,3.597438573780939e-05,0.0001737793459454654,False
March2,4.1305757,0.46851808,3.6185616186031276e-05,0.00017475561649872638,False
Amdhd2,4.129313,0.7377528,3.638487813966639e-05,0.0001755407569233867,False
Etnk1,4.128964,0.29508275,3.644012080478547e-05,0.00017576297179505774,False
Ccm2,4.127336,0.4387662,3.6698974542233086e-05,0.00017696691200901965,False
Ccdc85b,4.126971,0.6391962,3.6757324034390094e-05,0.00017720363342422973,False
Prr7,4.123499,0.7243499,3.73160546267569e-05,0.00017985191878657777,False
Cabin1,4.1207576,0.38775483,3.7762843333642607e-05,0.00018186790602984043,False
Mark3,4.1197944,0.26416588,3.7921099102238756e-05,0.00018253820817850793,False
Asnsd1,4.119196,0.4306794,3.801964326219145e-05,0.00018296654573675687,False
Grwd1,4.1187806,0.5712722,3.808821967572008e-05,0.00018325048677064016,False
Slc5a3,4.116588,0.88389415,3.845225408767949e-05,0.00018490896758394416,False
Fn1,4.115475,1.0335909,3.86382903413e-05,0.0001857569050093295,False
Rac3,4.1138306,0.96472454,3.8914744241471355e-05,0.0001870389980003818,False
Clcc1,4.1125846,0.42116323,3.912542780508455e-05,0.00018800440943045774,False
Cpsf3,4.111903,0.40243152,3.9241058702652344e-05,0.00018851270645332913,False
Bloc1s1,4.111305,0.45933244,3.9342855625434006e-05,0.00018890690261294063,False
Fam185a,4.111189,1.885343,3.936267855469078e-05,0.00018895467892105015,False
Ptk2,4.110807,0.36032292,3.942787779988046e-05,0.00018922019889967706,False
Fyco1,4.1102586,1.0652041,3.952160359409218e-05,0.00018962245454683634,False
Wdr41,4.109644,0.78787404,3.9626941533776945e-05,0.00019003258181281808,False
Idh3a,4.1078997,0.27823827,3.9927326457338666e-05,0.00019142512551778676,False
Abcb9,4.104295,1.1733732,4.055498353022413e-05,0.00019419110077181878,False
Slc35b4,4.104195,0.8857241,4.057247041868639e-05,0.00019422624095628783,False
Sdhaf3,4.1029162,0.7534463,4.079752155811395e-05,0.0001952547549639267,False
Lama2,4.0992613,2.17826,4.144707013404279e-05,0.00019826430274817418,False
Ganc,4.0990953,1.0008096,4.147682698311869e-05,0.00019835706937279077,False
Eif3e,4.0973177,0.13110085,4.1796496695038836e-05,0.00019973611741481856,False
Pofut2,4.093995,0.48894042,4.240028831043988e-05,0.00020251338751971977,False
Zdhhc4,4.0939455,0.57666427,4.240940786765436e-05,0.00020251338751971977,False
Phtf1,4.093663,0.4561693,4.246112051834433e-05,0.00020270974946385437,False
Gm14296,4.0916862,1.0025097,4.2824787648693435e-05,0.00020434395682082866,False
Dnaja2,4.0902076,0.1948123,4.309870325229278e-05,0.00020559972122273965,False
Cacna2d1,4.088347,0.81451887,4.344576820934466e-05,0.00020720372732585285,False
Cyp51,4.0867524,0.36729798,4.3745360983108445e-05,0.0002085805839202074,False
Tmem17,4.0863037,1.1872984,4.382997388981114e-05,0.00020893197267175478,False
Tceal8,4.0850415,0.23082007,4.4068977818899695e-05,0.00021001896575595648,False
Mtx1,4.0815363,0.33635387,4.473902531634459e-05,0.000213000051126746,False
Tnfaip8,4.0815363,1.3275102,4.473902531634459e-05,0.000213000051126746,False
Letm2,4.079825,0.9144143,4.506960894916919e-05,0.00021446724159078796,False
Pdlim1,4.0787454,0.7774279,4.527942058239173e-05,0.0002153050510624585,False
Tekt1,4.0782137,2.0109549,4.53830524139412e-05,0.00021574422259076516,False
Fbxw5,4.0710373,0.5733596,4.680428351441109e-05,0.00022231140713032703,False
Vkorc1,4.061734,0.37839442,4.870950239073777e-05,0.0002312130868691295,False
Hmgcl,4.061369,0.44201183,4.878583100074549e-05,0.00023151798153316837,False
Ggnbp1,4.052415,1.6238884,5.069168872579999e-05,0.00024014560161462524,False
Cc2d2a,4.048428,0.5847874,5.156282503259465e-05,0.00024415163490817146,False
Fastkd2,4.0471654,0.71903294,5.184162973624542e-05,0.0002454026075058102,False
Gmpr2,4.0471153,0.5165042,5.185266444189855e-05,0.0002454026075058102,False
Cpt2,4.0423975,1.3641944,5.2907422339786536e-05,0.00025027067626326606,False
Pdzph1,4.042281,3.8376257,5.2933674855361734e-05,0.0002503329881533897,False
Alas1,4.0404205,0.4876145,5.3355397485503096e-05,0.00025220275437763494,False
Fgf12,4.03969,1.0694373,5.352194364188518e-05,0.0002529009110624262,False
Tmem150a,4.0396566,2.821797,5.3529525613349105e-05,0.0002529009110624262,False
Gpr107,4.032879,0.44615895,5.5097710160109996e-05,0.0002600530393968792,False
Etv4,4.032214,4.459815,5.525377472707592e-05,0.0002607253438120084,False
Wdr4,4.028028,0.56167483,5.624665278988235e-05,0.0002652142615781124,False
Adam17,4.0276127,0.58087206,5.6346068826269546e-05,0.0002656175889817667,False
Noa1,4.024739,0.4080193,5.703860272570828e-05,0.0002687498319958963,False
Prpf19,4.0243235,0.22936854,5.713934408682867e-05,0.0002691582344272247,False
Phldb2,4.0240245,1.5158545,5.721198219465344e-05,0.0002694340864230985,False
Tmtc2,4.0227785,0.8397516,5.751558346353587e-05,0.00027073063254023927,False
Fam206a,4.021516,0.7465495,5.782478891530968e-05,0.0002721191627858648,False
Trp53cor1,4.021134,2.8503425,5.7918674139066344e-05,0.0002724939784531934,False
Dnajc19,4.0195723,0.20187196,5.830388179345074e-05,0.0002742388777696863,False
Mtr,4.0177946,0.8559263,5.874531546643985e-05,0.0002761794627148593,False
Eif2ak4,4.015602,1.1131648,5.929424917793697e-05,0.0002786232838243397,False
Cadm4,4.0149207,0.36183724,5.9465737625617264e-05,0.00027936051851170567,False
Macf1,4.014589,0.20697302,5.95495608567007e-05,0.0002796856552727349,False
Pla2g12a,4.0092726,0.60728335,6.090604391699755e-05,0.000285846192870872,False
Gm13305,4.0087247,3.44049,6.104758338059585e-05,0.0002863700240983392,False
Cpox,4.0049534,0.4364056,6.202967563007291e-05,0.00029076315500464495,False
Prr18,4.004505,1.7726173,6.214747872425147e-05,0.0002912440243152421,False
Mrps35,4.003857,0.31103116,6.231801272876113e-05,0.00029197171251303775,False
Rragb,4.001282,0.78180754,6.300016511667332e-05,0.0002950954870699977,False
Aasdhppt,4.000634,0.34244597,6.31729131576916e-05,0.00029583224490459004,False
Btbd1,3.9984581,0.24017811,6.37564578403943e-05,0.0002984918900702805,False
Prkcb,3.9977603,1.1039569,6.39446261503545e-05,0.0002992996331356407,False
Gsx2,3.9962819,0.46239766,6.43451023772407e-05,0.00030110046806797305,False
Clint1,3.996149,0.29891476,6.438121629345227e-05,0.0003011958197605434,False
Mtss1,3.99178,0.30213588,6.557920032985458e-05,0.00030650068745130326,False
Dhx40,3.9870455,0.34051475,6.690120144163631e-05,0.0003125267499124914,False
Mapk12,3.9861484,1.5161252,6.715451108891831e-05,0.00031363352555656605,False
Nsmaf,3.983939,0.5599017,6.778227943183341e-05,0.0003164109868404536,False
Ikbkb,3.9830751,0.4513136,6.802922936643024e-05,0.00031748632549234533,False
Sept9,3.9826765,0.59903973,6.814349316812639e-05,0.000317864566352613,False
Snx19,3.9825435,0.6947067,6.818162143987406e-05,0.00031796492513103065,False
Pwp1,3.975633,0.3554531,7.019234322673139e-05,0.00032694360112348796,False
Mgat2,3.9747524,0.3559791,7.045250923263492e-05,0.00032807556549961067,False
mt-Nd3,3.9742374,0.16789882,7.060510436159625e-05,0.0003287061766909731,False
Fgfr1op,3.9737225,0.52185494,7.075801211991433e-05,0.0003293379362750584,False
Phyh,3.969536,0.49181092,7.201267975147273e-05,0.00033493333602999673,False
Slitrk2,3.9676092,0.6376421,7.259727154894066e-05,0.0003375702575741437,False
Mbip,3.9630075,0.5553349,7.401144594746233e-05,0.00034389537848712834,False
Rnf170,3.9620607,0.7861073,7.430566348107851e-05,0.0003450111822815045,False
Oxa1l,3.959436,0.30826294,7.512700714358999e-05,0.0003485711005384652,False
Lars,3.954286,0.27229032,7.676351485714902e-05,0.00035599149766197603,False
Mfn1,3.9518938,0.51258236,7.753511175402984e-05,0.0003593956173069453,False
Pnkd,3.9506147,0.24036744,7.795070488039621e-05,0.0003612345134881121,False
Slc25a36,3.9485216,0.32418603,7.863531249143877e-05,0.0003643188685000355,False
Nme7,3.9460797,0.44352445,7.944120539057346e-05,0.000367963511609435,False
Slc35d1,3.9430397,0.83604753,8.045537181551386e-05,0.0003725708592250471,False
AW146154,3.940415,2.0081992,8.134082383866065e-05,0.0003763979756886185,False
Dlat,3.9390526,0.33514315,8.180398504842899e-05,0.00037844971473093605,False
Fam117a,3.9389863,2.7417827,8.18266419198215e-05,0.0003784630497108419,False
Mks1,3.9388201,1.1570051,8.188331004974878e-05,0.00037863364847599465,False
Zfp354c,3.9366107,0.3512263,8.26405322780221e-05,0.0003820427891954263,False
Ccdc167,3.9329226,0.38957405,8.391922943835724e-05,0.0003878604521180196,False
Chpf,3.9322417,0.74416435,8.415742140222087e-05,0.000388867428347925,False
Dph3,3.9318264,0.22142336,8.430297381005296e-05,0.00038944596083770306,False
Ifngr1,3.9296334,0.93236613,8.507544280642816e-05,0.00039291961869503583,False
Mlf1,3.9278228,0.8589931,8.571835191528463e-05,0.0003956979105901188,False
Tbc1d5,3.9272745,0.67372656,8.591389766665869e-05,0.00039650496441817715,False
Tmem245,3.9269257,0.3739162,8.603855525327767e-05,0.00039698454893743524,False
Vti1a,3.9247494,0.6169145,8.682004780855781e-05,0.00040049382863533095,False
C330007P06Rik,3.9202642,0.38794336,8.845196363002127e-05,0.0004079234052807174,False
Adpgk,3.9181046,0.70930815,8.9247996126324e-05,0.00041129723040253194,False
Slc35f6,3.91749,0.9063478,8.947579345929604e-05,0.00041224776384628475,False
Mrps14,3.9168088,0.16566175,8.972885902195682e-05,0.0004132147817182944,False
E2f6,3.914965,0.6127056,9.041738511576478e-05,0.00041608519685756726,False
Ndp,3.9127388,1.6414913,9.125522793321139e-05,0.0004198398575513781,False
Pcdhgc3,3.9111607,0.9429933,9.185365752896405e-05,0.0004223899931395586,False
Nlgn1,3.909566,1.3505676,9.246215037431827e-05,0.00042508601873986966,False
Spa17,3.9090674,0.59934443,9.265308381936997e-05,0.0004258615204656392,False
Pik3ip1,3.9082701,0.56548446,9.295935206109356e-05,0.0004271666360377599,False
2510002D24Rik,3.9058778,0.67234874,9.388390362598748e-05,0.0004312080709137927,False
Eif4b,3.9038513,0.21238834,9.467399261460492e-05,0.00043462833884646765,False
Snrpb,3.903386,0.1181608,9.485620830786747e-05,0.00043536042465330344,False
Erap1,3.9028046,2.2459364,9.508444365280105e-05,0.00043630332463940523,False
Slc30a1,3.902622,0.9347738,9.515628179565434e-05,0.0004365283023219148,False
Ptpn2,3.8990335,0.38301706,9.657734851013959e-05,0.0004427290714097154,False
Acox1,3.8943157,0.5466181,9.847629819643735e-05,0.0004511100696940197,False
Eif2b4,3.8907442,0.37283167,9.993726921417115e-05,0.00045769308339076853,False
Gab1,3.8898304,0.65459394,0.00010031427924568925,0.0004591999498883632,False
Vnn1,3.883335,3.9961092,0.00010303343119504392,0.0004715343949406852,False
Sorbs3,3.8825376,1.8243397,0.00010337199403572393,0.0004729707372339757,False
Lncpint,3.8813915,1.4917569,0.00010386051805810005,0.0004750923649890002,False
C1ql3,3.8791156,2.7641704,0.00010483695107956577,0.0004794443026790464,False
Slc25a40,3.878019,0.65013677,0.00010531043544609804,0.00048137960926746367,False
L3mbtl3,3.8778198,0.68028754,0.00010539674003358651,0.00048165907533495995,False
Sppl2b,3.8767068,1.0118706,0.0001058798352847043,0.00048375129327141457,False
Atp5k,3.8761585,0.14295945,0.00010611854503928302,0.00048472621324745533,False
Fmn2,3.8737166,0.35266775,0.00010718807151662734,0.0004893779820507469,False
Btaf1,3.873318,0.5955687,0.00010736365101027566,0.000489979267207479,False
Plod2,3.8699124,0.83362055,0.00010887449051808587,0.0004966036401395723,False
Tbc1d15,3.8661911,0.33575958,0.00011054828356118193,0.0005039979988274084,False
Tubb6,3.8642807,2.2664018,0.00011141699879255675,0.0005078203132513398,False
Carm1,3.8642309,0.491289,0.00011143974688623372,0.0005078203132513398,False
Pros1,3.863201,1.4305725,0.0001119108562301863,0.0005097243877652393,False
Bdh1,3.859297,0.6080168,0.00011371362327689143,0.0005175660014022414,False
Ptpn13,3.8554928,1.3613554,0.0001154966864513276,0.0005253068160627279,False
Setd6,3.853732,0.71448654,0.00011633093227079098,0.0005289754603779208,False
Plekhg1,3.8524363,0.621381,0.00011694843714766874,0.0005315307856968017,False
Emc3,3.8519876,0.28527975,0.00011716290808058935,0.0005322527647173984,False
Whrn,3.8518548,1.3077333,0.00011722652622002585,0.0005324153975617169,False
Gm26724,3.8498116,0.6040144,0.0001182087651113636,0.0005366218110688776,False
Fbxl3,3.8496287,0.3606657,0.00011829698465520349,0.0005368949464823191,False
Cox8a,3.8488147,0.110390544,0.00011869071739962769,0.0005383719714922408,False
Draxin,3.8487816,0.53444225,0.00011870681434229877,0.0005383719714922408,False
Intu,3.8476021,1.0541313,0.00011927959129651763,0.0005407134291388089,False
Srd5a1,3.843366,0.6387328,0.00012135830803242848,0.0005497459544219287,False
Wdsub1,3.8411233,2.1754944,0.00012247258568168475,0.0005545310663264169,False
Lig3,3.840791,0.40509608,0.0001226384818621489,0.0005551508761494011,False
Stxbp3,3.8351927,0.9542616,0.00012546589038947686,0.0005670110215263749,False
Pyroxd1,3.8338637,0.5539702,0.0001261460517986503,0.0005699502562262436,False
Gabrg1,3.8300927,2.34498,0.00012809498096152258,0.0005780735299746712,False
Laptm4b,3.8249428,0.69782627,0.00013080238842432446,0.0005901525016626935,False
Cul1,3.8233979,0.24039152,0.00013162506800653458,0.0005935843959889409,False
Adgrb2,3.8231654,2.047659,0.00013174933366365632,0.0005938649309912196,False
Tmem98,3.822202,0.40550673,0.00013226532715442696,0.0005960504112099311,False
Arfip1,3.821288,0.7352135,0.00013275638983444173,0.0005979817710146812,False
Inafm2,3.8190954,0.6782188,0.00013394195832261768,0.0006031800330203717,False
