gene,z,logFC,pvals,p_adj,is_known_marker
Lgi4,9.909737,3.7058413,3.776405701602418e-23,5.615899667674334e-22,False
Mrps28,9.904105,0.71858317,3.9953114102761024e-23,5.936821823080305e-22,False
Dnajc3,9.887277,0.86580604,4.727119384633515e-23,7.018800457913175e-22,False
Wdfy1,9.873887,1.1892692,5.402926145674639e-23,8.016015775354024e-22,False
Rhbdl3,9.8655815,3.0468438,5.869357509612407e-23,8.701288410261184e-22,False
Notch2,9.857674,2.1594057,6.350360388181372e-23,9.392546172287734e-22,False
Tmem238,9.857192,2.3592556,6.380894918506413e-23,9.430420683034304e-22,False
Tmem14c,9.8561125,0.61034894,6.449863393579176e-23,9.524995022354309e-22,False
Xpot,9.851162,1.3251646,6.775624302662713e-23,9.998355707684015e-22,False
Ppt1,9.850596,1.0344546,6.813811597090696e-23,1.0046959950440588e-21,False
Naa10,9.822538,0.62365556,9.004673195275783e-23,1.32365929557898e-21,False
Cntfr,9.820296,0.8265036,9.20727188886899e-23,1.3513648518486473e-21,False
F3,9.818618,2.4533267,9.361790502548176e-23,1.3719395744890468e-21,False
Rabac1,9.798983,0.6420842,1.1372538566051978e-22,1.6627885073771488e-21,False
Emc2,9.798434,0.72995824,1.1434419840648153e-22,1.6705600101539313e-21,False
Galnt1,9.796574,0.67178005,1.1646936883078895e-22,1.7003106407722884e-21,False
Nrarp,9.788018,1.1108346,1.2675560826758706e-22,1.8476584818228095e-21,False
Rpl23a,9.760475,0.23581374,1.6637366494243782e-22,2.419624295845986e-21,False
Clpp,9.745209,0.58148396,1.933812870479898e-22,2.808136914120999e-21,False
Larp4,9.745209,0.682163,1.933812870479898e-22,2.808136914120999e-21,False
Spata13,9.725822,1.4423794,2.340074570545458e-22,3.3852371281685202e-21,False
Timm9,9.716021,0.7031317,2.576541176031395e-22,3.7245031395819386e-21,False
Rbbp9,9.708878,1.1910255,2.763636112169665e-22,3.9919420038351106e-21,False
Fahd1,9.693744,1.6341927,3.205580579405165e-22,4.619849902803875e-21,False
Cops7a,9.690687,0.7306748,3.302989621437275e-22,4.756652999600301e-21,False
Rpl36al,9.686567,0.44755074,3.4389295643624734e-22,4.948697212957397e-21,False
Slc6a1,9.673909,0.81183106,3.892218087669062e-22,5.596781516145618e-21,False
Asph,9.664523,1.2712164,4.266034879106335e-22,6.129702819160371e-21,False
Tfdp2,9.639587,0.5835935,5.440601994507836e-22,7.793988141683044e-21,False
Tyro3,9.617926,1.3666898,6.717226887378225e-22,9.608445844359628e-21,False
Kbtbd11,9.607908,0.8324174,7.403779117528572e-22,1.0566810479521203e-20,False
Srpr,9.607261,0.765012,7.450500094438667e-22,1.0625567906666294e-20,False
Ppargc1a,9.601596,3.4868324,7.8716354223633675e-22,1.1209466543795572e-20,False
9130401M01Rik,9.600682,0.83420753,7.941731852891528e-22,1.130087776449747e-20,False
Hsph1,9.600499,0.6452307,7.955825077508271e-22,1.1312521259913137e-20,False
Naca,9.598804,0.1611003,8.087691978490401e-22,1.149148751123443e-20,False
Sbds,9.597127,0.74044317,8.220396573320575e-22,1.1671377597684161e-20,False
Hadha,9.5828905,0.5937674,9.436664572374384e-22,1.3368491728399212e-20,False
Mier1,9.582524,0.6626179,9.470125227027662e-22,1.3405970911248699e-20,False
C030037D09Rik,9.581013,1.8103595,9.609782208188154e-22,1.3593615793238215e-20,False
Fkbp4,9.57779,0.44283018,9.914351371244077e-22,1.4014089430889248e-20,False
2300009A05Rik,9.554616,0.8330902,1.2404309345345108e-21,1.7482038038332844e-20,False
Gli2,9.538486,2.17957,1.4493339887883734e-21,2.0366228495903582e-20,False
Acss1,9.514315,2.5126905,1.829146735432368e-21,2.5598850273728997e-20,False
Sod2,9.51164,0.5463489,1.876799683429552e-21,2.6238180526777355e-20,False
Pgm2,9.510078,2.6504202,1.9051876172122778e-21,2.6615610077245098e-20,False
Ptprg,9.48908,1.3459877,2.3308098445551795e-21,3.249043671882125e-20,False
Zeb1,9.485343,0.54084355,2.4158770554145655e-21,3.36028132002757e-20,False
Tmem59,9.480243,0.45845342,2.536920134127724e-21,3.5260794805425207e-20,False
Klf15,9.4764385,3.3557255,2.6310981045127073e-21,3.651674156799761e-20,False
Snhg20,9.471853,1.0173542,2.74921070082632e-21,3.812836492979344e-20,False
Hexa,9.463963,1.2677488,2.9648881352733176e-21,4.10600535607786e-20,False
Polr1a,9.449942,1.2696371,3.3901836909038295e-21,4.688202721113323e-20,False
Cox14,9.448231,0.44818228,3.446052373961191e-21,4.762021399656551e-20,False
Celsr1,9.445706,2.3122094,3.530166938565972e-21,4.8747377371727373e-20,False
Tmem106b,9.443031,1.1321945,3.6214772269114856e-21,4.9972208108045366e-20,False
Rgs20,9.439012,0.8556606,3.763138402007578e-21,5.188955754756703e-20,False
Aatf,9.415455,0.96615654,4.7103798798460674e-21,6.481089900817676e-20,False
Adgrl2,9.404607,1.1411418,5.2224933956634054e-21,7.180553239913931e-20,False
Slc1a4,9.402963,1.4226395,5.304798014884143e-21,7.288480201498034e-20,False
Rpl34,9.399324,0.17665811,5.491451273220441e-21,7.539518358548495e-20,False
Adgrb1,9.393709,1.4562957,5.792351028741217e-21,7.946939522514562e-20,False
Ndufaf4,9.386035,0.67655826,6.230172994387517e-21,8.54149576931108e-20,False
Cryz,9.384041,1.5472152,6.349148812651624e-21,8.698379321785214e-20,False
Idi1,9.379705,0.8155677,6.6157350848607936e-21,9.050647161483254e-20,False
Smim15,9.365053,0.75955033,7.601190331676908e-21,1.0383953016271543e-19,False
Pid1,9.361598,0.8965707,7.853972925665161e-21,1.0721625379765016e-19,False
Wasf2,9.339969,0.73644197,9.636252322511604e-21,1.3135914045623188e-19,False
Chmp2b,9.335085,1.0188884,1.0091046242906103e-20,1.3736311098362725e-19,False
Rpl31,9.313207,0.18427515,1.2403031162359008e-20,1.6811728995494976e-19,False
Gart,9.311562,0.7280175,1.259662509195666e-20,1.7062052911178946e-19,False
Ikbip,9.294135,1.5137155,1.4840726194861208e-20,2.0016677846613718e-19,False
Gclm,9.283553,0.64617586,1.639184772043017e-20,2.206213597196294e-19,False
Ahcyl1,9.276294,0.49585077,1.7547603920775348e-20,2.358452187076681e-19,False
Txndc5,9.27126,1.3947978,1.8395902878785974e-20,2.4707311241900684e-19,False
Crot,9.264699,1.1535065,1.956291062274597e-20,2.625627955180471e-19,False
Ephb1,9.215028,2.8263938,3.111974508329986e-20,4.1447515737597495e-19,False
Fam13c,9.205343,1.4031266,3.40582008022381e-20,4.532961788275626e-19,False
Bcar3,9.201306,3.2299519,3.536248451460021e-20,4.703284163481121e-19,False
Yap1,9.193864,3.3569505,3.789782583128888e-20,5.033494022102969e-19,False
Atp2a2,9.191871,0.55742085,3.8606917632186206e-20,5.124117867977891e-19,False
Rcor2,9.182899,0.8529539,4.196360194188479e-20,5.558071817063895e-19,False
Wdr12,9.178431,0.7514132,4.374179752297034e-20,5.789586879613619e-19,False
Mtfr1l,9.170524,0.67361367,4.707270392810848e-20,6.226153977056448e-19,False
Mpv17l2,9.164527,1.0634836,4.9764937836579127e-20,6.568628587960606e-19,False
Sigmar1,9.162317,1.1366953,5.0794715549916763e-20,6.699931501790882e-19,False
Cnpy3,9.162051,0.9729449,5.09200093306199e-20,6.7113452925766e-19,False
Prmt3,9.161984,1.0240287,5.095138048024348e-20,6.7113452925766e-19,False
Dctd,9.15755,1.9030486,5.308917876201421e-20,6.988127870193879e-19,False
Nwd1,9.15637,2.8553944,5.3672426290800705e-20,7.060045132506081e-19,False
Cyp2j6,9.126069,2.2332416,7.103163405461531e-20,9.311468795693715e-19,False
Bet1,9.116302,0.72924143,7.773206243370867e-20,1.0175881962508552e-18,False
Tctex1d2,9.102978,0.8844211,8.788816663173466e-20,1.1497550383901365e-18,False
Ebna1bp2,9.098177,0.47937453,9.186058770481134e-20,1.1984456633145087e-18,False
Cnih4,9.092346,0.43749148,9.69244847971193e-20,1.2619304180490246e-18,False
Kdsr,9.088891,1.0343112,1.0005448406625132e-19,1.3017965809272495e-18,False
Dtd2,9.077046,1.2952526,1.1156113720373854e-19,1.4485540060667244e-18,False
Cbx5,9.067727,0.32485262,1.2152577793213663e-19,1.5758007207609504e-18,False
Ctnnd2,9.064239,0.8360319,1.254779124485084e-19,1.6259456779634408e-18,False
Mrpl2,9.062461,0.6626758,1.275401968672043e-19,1.6515506277682161e-18,False
Pbxip1,9.053922,3.1115122,1.3792330980280585e-19,1.78359069345669e-18,False
Nip7,9.049969,0.59198135,1.4300983308368455e-19,1.8481196457722072e-18,False
Lamtor4,9.047909,0.5079153,1.457329580026956e-19,1.8820398672156485e-18,False
Snrpd2,9.041031,0.23130244,1.5520113570330776e-19,2.0029632745958243e-18,False
Nxn,9.035865,1.5460683,1.6271117805996438e-19,2.098469836179015e-18,False
Rrp15,9.033572,0.8140775,1.6615758191463592e-19,2.1414747207166444e-18,False
Cd2ap,9.033174,0.8347027,1.6676427666871912e-19,2.1478475714418676e-18,False
Nudt19,9.028322,0.822707,1.743234038183151e-19,2.242187920483019e-18,False
Agpat5,9.027509,0.63616955,1.7562464697693183e-19,2.2574077357229674e-18,False
Pstk,9.023521,1.1796961,1.8213802466556573e-19,2.3379876955561788e-18,False
Kctd14,9.014684,2.4544954,1.97439128837644e-19,2.531003005240233e-18,False
Pa2g4,9.010664,0.38629606,2.0481323351492045e-19,2.6237754191713937e-18,False
Trappc6a,9.001959,0.9915022,2.2172568725805777e-19,2.8366363157967696e-18,False
P4hb,8.997789,0.5175383,2.303085864201989e-19,2.9405443865885165e-18,False
mt-Nd2,8.99244,0.24063887,2.4180149848922147e-19,3.085225919723473e-18,False
Slc35b2,8.991842,0.9288082,2.431211230079005e-19,3.097932871669912e-18,False
Clip4,8.988735,2.055116,2.5009117002857593e-19,3.182509909027204e-18,False
Prdx3,8.978319,0.85977685,2.7493353126812943e-19,3.496314189329388e-18,False
Chpt1,8.975479,1.1440694,2.8212185022214045e-19,3.582966218580987e-18,False
Pus7,8.975114,1.3028654,2.830600422453465e-19,3.5924974459772456e-18,False
Rab6a,8.969083,0.6025646,2.989927869284004e-19,3.7896840722004335e-18,False
Atp2b2,8.966359,0.97244424,3.064785907519428e-19,3.87942708227608e-18,False
Etf1,8.958136,0.5637368,3.302140638060449e-19,4.177109694107001e-18,False
Parva,8.950993,0.96493495,3.523006842487223e-19,4.453555347315916e-18,False
Mrpl3,8.941922,0.6215611,3.824592283144645e-19,4.825238741404441e-18,False
Mtss1l,8.933051,0.9828454,4.144180398035383e-19,5.221558172350177e-18,False
Tspan12,8.927237,1.3962543,4.367816524798199e-19,5.4997131886916265e-18,False
Rpl26,8.897451,0.24476926,5.714389039723764e-19,7.171651923362171e-18,False
Calu,8.89378,0.6318746,5.906472922726603e-19,7.407862730541576e-18,False
B9d1,8.891852,0.74892604,6.009833566170006e-19,7.532560879039146e-18,False
D10Jhu81e,8.88172,0.80792993,6.583485213426948e-19,8.235380620900546e-18,False
Mmp14,8.878579,0.808469,6.771960107903109e-19,8.465613618886844e-18,False
1110008P14Rik,8.872117,0.899908,7.176812316646679e-19,8.960013759184656e-18,False
Ssbp4,8.86132,1.1187975,7.907301582082563e-19,9.859142995405744e-18,False
Ttc14,8.852182,0.49841076,8.582415126382058e-19,1.0693935097905351e-17,False
Ddost,8.851036,0.51606053,8.671032484569918e-19,1.079030498843847e-17,False
Guk1,8.849657,0.6334786,8.7788282525408e-19,1.0917348533162987e-17,False
Ttc23,8.838843,2.8993173,9.671498234786566e-19,1.1996293241450428e-17,False
Ankrd40,8.832597,0.6994538,1.0227323566415069e-18,1.266930393123741e-17,False
Jagn1,8.83248,0.76949644,1.023796498112097e-18,1.2674282779668451e-17,False
Mbd2,8.826932,0.78351146,1.0758624423383e-18,1.3301635196326048e-17,False
Ddit4,8.812197,1.3525976,1.2271690842322587e-18,1.5123495880953768e-17,False
Ptpra,8.811699,0.5989706,1.2326381859000848e-18,1.518112113252363e-17,False
Gm10260,8.810253,0.81172556,1.2486350726460042e-18,1.535837188648578e-17,False
Phkb,8.805186,1.347277,1.3063523353661184e-18,1.6057981597027707e-17,False
Fzd5,8.798475,2.2768035,1.3868777456550048e-18,1.7036876234975057e-17,False
Fam174a,8.796548,1.0303473,1.4108914305381966e-18,1.7320751179647558e-17,False
Emx2,8.7926445,1.2530664,1.4608053716612281e-18,1.7922021800143747e-17,False
Trps1,8.792329,0.63528,1.4649163370902884e-18,1.7960944122723274e-17,False
Ebpl,8.790916,0.920339,1.4834478208471366e-18,1.8164880257961194e-17,False
Hmg20b,8.785119,0.5827662,1.5619933385251997e-18,1.9090032251618007e-17,False
Guf1,8.7817135,0.7772747,1.6100304922721224e-18,1.9664565150986695e-17,False
Htra1,8.774853,2.8877099,1.7112810816307534e-18,2.0887888151359048e-17,False
Rps7,8.768107,0.16925706,1.8169374447826723e-18,2.2135178711454845e-17,False
Dbt,8.766264,1.3729771,1.8469283369186457e-18,2.2486235012904556e-17,False
Enho,8.752675,0.92204946,2.083539720456097e-18,2.533473107357639e-17,False
Prmt7,8.74,0.75396746,2.3311065767645702e-18,2.832701509377594e-17,False
Ghitm,8.722723,0.50486374,2.7158980350717164e-18,3.289846360331492e-17,False
Smpdl3a,8.722042,1.4851158,2.7322888568678375e-18,3.307607617431597e-17,False
Chchd7,8.717423,0.94171673,2.846032096489713e-18,3.4431231539011765e-17,False
BC034090,8.716693,1.8171778,2.8644581414012936e-18,3.4632257971117724e-17,False
Tm9sf2,8.714517,0.68900603,2.92001771220689e-18,3.5281703910307874e-17,False
Fat1,8.707573,1.2600499,3.104510231184822e-18,3.746356955526249e-17,False
Adhfe1,8.690961,4.380639,3.593881315016217e-18,4.331441718393916e-17,False
Tmem256,8.688535,0.38979596,3.671429051780257e-18,4.421923591772785e-17,False
1700029J07Rik,8.688469,2.1248012,3.673576733851679e-18,4.421923591772785e-17,False
Bcap31,8.675461,0.62826854,4.1187780206402805e-18,4.948480385250115e-17,False
Itgb5,8.674215,2.48348,4.1641189672960625e-18,4.9998163685746136e-17,False
P3h4,8.671707,2.1418786,4.2569053077091035e-18,5.108019478636021e-17,False
Hebp1,8.671208,1.9233124,4.275581249907211e-18,5.1272148835823383e-17,False
Bcl7c,8.660427,0.44069836,4.699999561615232e-18,5.625596723561846e-17,False
Acads,8.644911,0.79386914,5.384714324277355e-18,6.433086607512128e-17,False
Magi1,8.643217,0.6060368,5.4652086947833635e-18,6.525179613815271e-17,False
Col5a2,8.63908,1.3087279,5.666732629470657e-18,6.761570810189458e-17,False
Aga,8.634064,1.4798533,5.9210147202043905e-18,7.060579484734693e-17,False
Raver2,8.633216,2.6185732,5.965054203891573e-18,7.108665778846874e-17,False
Tmem160,8.630957,0.6297249,6.084079762780627e-18,7.245998915983723e-17,False
Ddx54,8.630043,0.8047345,6.132878126327109e-18,7.299574282324287e-17,False
Yif1b,8.626256,0.6173201,6.339323320874577e-18,7.540603420647515e-17,False
Gid4,8.608149,0.7351269,7.425018351108567e-18,8.80467324794714e-17,False
Carnmt1,8.605124,0.60588825,7.623374676602221e-18,9.034289036253246e-17,False
Rps19bp1,8.604959,0.55623,7.634423678526474e-18,9.041784330650878e-17,False
Mttp,8.604311,1.0775819,7.677666014822602e-18,9.087374759288174e-17,False
Nlgn3,8.583712,1.1270349,9.186008849537183e-18,1.0841866710626781e-16,False
Rps28,8.583629,0.28851655,9.19264723495697e-18,1.0841866710626781e-16,False
Adsl,8.57602,0.7668556,9.8212366865337e-18,1.1574424196032542e-16,False
Smim19,8.547879,0.9289583,1.2537111852199615e-17,1.470268282715983e-16,False
Rps11,8.538809,0.14583465,1.3561274971403595e-17,1.5864868073208645e-16,False
Hacd3,8.536699,0.7219619,1.3811086737870244e-17,1.6147244292980977e-16,False
Cd3eap,8.536217,0.7757356,1.3868764161381448e-17,1.620477883300852e-16,False
Kcnk1,8.535403,2.7673533,1.3966759700628282e-17,1.630932360648717e-16,False
Dnajc10,8.535021,0.69340765,1.401299293618152e-17,1.6352763858271105e-16,False
Smim11,8.534955,0.43877515,1.402104890089497e-17,1.6352763858271105e-16,False
Gfer,8.527379,0.6792002,1.49700274644045e-17,1.7438305273355919e-16,False
Ndufs8,8.525021,0.4955717,1.5278282669728323e-17,1.7786560341601606e-16,False
Kdelc1,8.517943,1.4228858,1.624112304533232e-17,1.88959789644143e-16,False
Sp5,8.509356,2.0731525,1.7490345808455327e-17,2.0324695107955465e-16,False
Fjx1,8.50188,0.87066513,1.8654532097792934e-17,2.1664386518183187e-16,False
Rad23a,8.499005,0.83294415,1.9122163741594393e-17,2.2194001931496365e-16,False
Atxn10,8.4884405,0.35467422,2.0942891869742317e-17,2.4277771501816972e-16,False
Slc7a11,8.483008,2.277168,2.1944555466530988e-17,2.542353795847074e-16,False
Mrpl35,8.47927,0.55637616,2.2661076884056984e-17,2.6237770749181286e-16,False
Rps15,8.478639,0.14190498,2.2784347068248354e-17,2.636454767467988e-16,False
Ppp2r2b,8.477127,2.1025198,2.308224235543894e-17,2.66931139843351e-16,False
Acaca,8.455963,0.70393646,2.767928432338411e-17,3.1932117098568325e-16,False
Timp4,8.450282,2.7434208,2.9060048203781623e-17,3.3484663610606653e-16,False
Zmpste24,8.440929,0.92060417,3.148250361077224e-17,3.6232329320900174e-16,False
Hagh,8.436593,0.8509929,3.2672085144500185e-17,3.7578788316141167e-16,False
Gm27239,8.426044,1.6732156,3.5754619852950924e-17,4.1099559721659327e-16,False
Atp1b1,8.421194,0.67129743,3.726674251610079e-17,4.2812015907302095e-16,False
Akr1b3,8.412024,0.5741857,4.0299623344418e-17,4.624067692978514e-16,False
Eif4ebp1,8.409532,0.817229,4.1165020289891267e-17,4.720535190702391e-16,False
Plod1,8.401226,1.8068304,4.418419378388408e-17,5.051620578433437e-16,False
Ctdsp2,8.400611,0.6057075,4.4416099399520776e-17,5.075102844223451e-16,False
Aamp,8.39689,0.46330237,4.584592483195762e-17,5.232231099337131e-16,False
Eprs,8.395528,0.41733375,4.63806162424698e-17,5.286948268401606e-16,False
Cdh11,8.367453,2.9523797,5.887698216301527e-17,6.691487895593523e-16,False
Prss56,8.365891,4.5753784,5.966209418067584e-17,6.776693296878071e-16,False
Tcof1,8.364595,0.6121857,6.032140187534957e-17,6.847516669586687e-16,False
Sec61b,8.363017,0.34921724,6.113411666396546e-17,6.935660099772585e-16,False
Atraid,8.361855,0.5913053,6.173986043494981e-17,7.000232161519576e-16,False
Josd2,8.361523,0.755428,6.191401472321827e-17,7.01582195256172e-16,False
Polr1d,8.358034,0.40096846,6.377214109735461e-17,7.221895379028489e-16,False
Aen,8.357967,0.8018443,6.38080625212246e-17,7.221895379028489e-16,False
Fam53a,8.34903,1.2749646,6.882584784550649e-17,7.766850836763849e-16,False
Aldh5a1,8.3485985,1.1145806,6.907796046483805e-17,7.79070763309685e-16,False
Fh1,8.345309,0.6413958,7.102800729431195e-17,8.005918914050861e-16,False
Adipor2,8.340874,0.79674095,7.374382129729949e-17,8.297372109400441e-16,False
Acaa1a,8.335923,0.7650838,7.689599769415619e-17,8.636810445237414e-16,False
Iqgap2,8.327733,2.3721123,8.240505230989276e-17,9.250148364569136e-16,False
mt-Nd4,8.326786,0.16085462,8.306658158319803e-17,9.31894082603064e-16,False
Rheb,8.323315,0.34591165,8.553730199462972e-17,9.59050042691985e-16,False
Smim20,8.319361,0.7167731,8.84391827110144e-17,9.904256980141044e-16,False
Gpd2,8.318696,1.112812,8.89363328642416e-17,9.95410803911532e-16,False
Nfe2l1,8.317467,0.7022389,8.986333661721989e-17,1.0051983632477918e-15,False
Kcnq4,8.308064,2.760124,9.727594264158762e-17,1.0855768316136124e-15,False
Thop1,8.305091,0.6952764,9.974335221057181e-17,1.1124638799289824e-15,False
Ergic1,8.304659,0.84847987,1.0010684264152197e-16,1.1158677118905584e-15,False
E2f5,8.301336,0.882353,1.0294693701607883e-16,1.146857641182033e-15,False
Cdc14a,8.297515,1.1187602,1.0631136580048318e-16,1.1836493484906617e-15,False
Tpi1,8.294908,0.5525381,1.0866998357370512e-16,1.2092062881495012e-15,False
Dhx32,8.291552,0.8273219,1.11780672681752e-16,1.2430697000581011e-15,False
Mrto4,8.291485,0.46366012,1.1184314872773133e-16,1.2430697000581011e-15,False
Abhd12,8.270271,0.88110775,1.3365461122726123e-16,1.4794769255515052e-15,False
Lyar,8.26959,0.49573407,1.344203366120757e-16,1.487092960935559e-15,False
Srek1ip1,8.268278,0.5912194,1.359079752913112e-16,1.5018145144921505e-15,False
Arhgef26,8.251633,0.89685684,1.5624559916478415e-16,1.7225717295016152e-15,False
Psat1,8.245769,0.78125244,1.641026266309759e-16,1.808152084680626e-15,False
Psma4,8.237728,0.28907272,1.7551196483342192e-16,1.929421881072293e-15,False
Mrpl42,8.231,0.3759186,1.8565727084750297e-16,2.0362719236391746e-15,False
Tmem229a,8.228492,2.485289,1.8958598734847557e-16,2.0781707971720925e-15,False
Marc2,8.225302,0.93118256,1.9469998601566053e-16,2.1317866317813084e-15,False
Gspt1,8.21982,0.38385752,2.038092767245072e-16,2.228974712703053e-15,False
Mpc2,8.214836,0.4071914,2.1245430141949578e-16,2.3221946743961908e-15,False
Ndufa5,8.213989,0.28577036,2.1395948259123763e-16,2.3373119505215165e-15,False
Pusl1,8.202493,1.2456706,2.354521737470638e-16,2.5647803946186995e-15,False
Mdga1,8.191961,2.1228995,2.570040053871831e-16,2.7963613752730513e-15,False
Txn2,8.189154,0.3936625,2.630698767090975e-16,2.8606897458044654e-15,False
Asah1,8.189087,0.99361706,2.6321514407031e-16,2.8606897458044654e-15,False
Trip6,8.1853,3.7845466,2.716274038016117e-16,2.9504409088303328e-15,False
Tor1aip1,8.184967,0.6814837,2.723778408363143e-16,2.956914064529903e-15,False
Aldh6a1,8.178671,1.5950339,2.8699117292247943e-16,3.1137891488454273e-15,False
Iscu,8.175066,0.5231681,2.9570327987279737e-16,3.206495792343042e-15,False
Ssr1,8.170198,0.50009614,3.0788148035429007e-16,3.336661184881516e-15,False
Galk1,8.167175,1.4731224,3.156936155545529e-16,3.4193888557434e-15,False
Ppp2r5a,8.164618,0.94925225,3.2245623899019533e-16,3.4906617409690887e-15,False
Fdx1,8.163073,0.62623197,3.266091003581783e-16,3.5336187516987984e-15,False
Cnp,8.1547165,1.0204238,3.500006537440293e-16,3.78028358465405e-15,True
Rap1gap,8.1408615,3.2124016,3.924748066416827e-16,4.234258920132562e-15,False
Syf2,8.13322,0.44915313,4.180351075085544e-16,4.504940271737738e-15,False
Cyfip1,8.112222,0.6407122,4.970236939435703e-16,5.350133002466812e-15,False
Spred1,8.111558,0.7130469,4.997497998581263e-16,5.376453861430399e-15,False
Exosc1,8.10978,0.6312944,5.071147684998232e-16,5.452623345122538e-15,False
Tsen15,8.101258,0.6286406,5.439378239133735e-16,5.841989905655475e-15,False
Ppa2,8.0998125,0.6416657,5.504387795503319e-16,5.908495682453057e-15,False
Mrpl16,8.099497,0.75071037,5.518686822859857e-16,5.920523940735134e-15,False
Fundc2,8.0987,0.4388142,5.554973925773383e-16,5.956114619909063e-15,False
Asb13,8.098467,1.3644263,5.5656018817383e-16,5.9641687802121676e-15,False
Rpl7l1,8.094812,0.45425272,5.735268033473232e-16,6.142545880953788e-15,False
Pitpnc1,8.0940485,0.91680855,5.771382687934221e-16,6.1777680796629234e-15,False
Naf1,8.092752,1.1339735,5.833133400422307e-16,6.2403767552086376e-15,False
Mrfap1,8.087818,0.24067637,6.074277377332555e-16,6.48747738419463e-15,False
Homer2,8.081389,0.8185235,6.403284756121102e-16,6.8312411899332094e-15,False
Golim4,8.077253,0.5909094,6.624190912631019e-16,7.0551135156842e-15,False
3110082I17Rik,8.072486,1.3037447,6.888136305391162e-16,7.332149096155808e-15,False
Dnajb2,8.063848,1.0352718,7.393021522823071e-16,7.86520505421405e-15,False
Sf3b6,8.060391,0.30069202,7.60503329255508e-16,8.086262899233982e-15,False
Supt3,8.053099,1.0807403,8.072358257094701e-16,8.578393374932565e-15,False
Bphl,8.032483,1.0324366,9.55193762997641e-16,1.0139463910156322e-14,False
Aifm1,8.031354,0.6906204,9.640314642341312e-16,1.0227604320386384e-14,False
Rest,8.030922,3.1926668,9.674318319674567e-16,1.0252313306769188e-14,False
Mrps25,8.030407,0.4944459,9.715015620790723e-16,1.028974454711199e-14,False
Zhx2,8.028995,1.165301,9.827472244329342e-16,1.0403096863065226e-14,False
Nkain4,8.01509,1.8223567,1.1005632749924949e-15,1.1630966604131065e-14,False
Cisd2,8.013861,0.46246102,1.111625459804249e-15,1.1741390549223797e-14,False
Crybb1,8.010372,3.0102525,1.1436181014296897e-15,1.2065990542041252e-14,False
Grtp1,7.997597,1.1815037,1.2687045687270519e-15,1.337836735033997e-14,False
Sar1b,7.9935107,0.4794862,1.3114945801315993e-15,1.3814361457973956e-14,False
Phb,7.972048,0.6282608,1.5606657308052692e-15,1.642088038586149e-14,False
Mtap,7.967263,0.8511839,1.6222672941264355e-15,1.7059655902354864e-14,False
Epb41l2,7.964489,0.8767295,1.6590781759597655e-15,1.743717584277537e-14,False
Ndufa13,7.964107,0.24013679,1.6642119675543079e-15,1.7481532846883588e-14,False
Axl,7.9624624,2.5797396,1.686488791981036e-15,1.770581952261385e-14,False
Entpd6,7.961997,1.4420141,1.6928424125071535e-15,1.7762780116762287e-14,False
Dgcr6,7.957811,0.4692422,1.7510962262472724e-15,1.8353905078941152e-14,False
Slc39a7,7.9382415,0.8029598,2.0506744422065333e-15,2.143520379540734e-14,False
Pcx,7.937029,1.6616428,2.0708164459782943e-15,2.1633927925534154e-14,False
Pak3,7.935185,0.49630743,2.1018172539771586e-15,2.194581583408011e-14,False
Cuedc1,7.931132,1.1020195,2.1715787059254726e-15,2.2637170399078226e-14,False
Ramp2,7.92859,2.291935,2.2164806004650993e-15,2.309266315313094e-14,False
Dennd4a,7.9281745,1.3584493,2.2239039088036725e-15,2.3144805280366226e-14,False
0610012G03Rik,7.925467,0.4169275,2.2729076685109325e-15,2.3629103676062322e-14,False
Ndufs3,7.9230413,0.38345644,2.3177024368999878e-15,2.4068641855577248e-14,False
Atxn1,7.918606,1.380486,2.401881531456799e-15,2.4915778119540204e-14,False
Cnih1,7.9151173,0.482284,2.4701986804167343e-15,2.5610581010019436e-14,False
Zswim7,7.9045854,1.3974875,2.688271956784778e-15,2.7841362002653607e-14,False
Gm13111,7.9036384,2.3666394,2.7087823891618694e-15,2.8038607975213095e-14,False
Mut,7.9014955,0.9429213,2.755771432234703e-15,2.850957267110269e-14,False
Rrp9,7.8946342,0.76646745,2.9116730105087787e-15,3.0089908071343146e-14,False
Fermt2,7.875597,0.53119177,3.3912017254343437e-15,3.4988792357459787e-14,False
Fut9,7.8667426,0.9534514,3.6399487430169825e-15,3.7474437327919324e-14,False
Pomp,7.865845,0.2735491,3.666130622136233e-15,3.7723695686594284e-14,False
1500009C09Rik,7.8635364,1.1003195,3.734380657229295e-15,3.8405325845626806e-14,False
Hk2,7.858586,1.8392156,3.884944407901707e-15,3.993230452353962e-14,False
Mpst,7.848386,0.60541797,4.214257636688151e-15,4.322437133364122e-14,False
Zfp706,7.837804,0.34312487,4.584943438848033e-15,4.6950900201237294e-14,False
Id3,7.830146,3.354454,4.873051872753586e-15,4.984785665025702e-14,True
Dnajc1,7.8049116,0.696219,5.954327435394054e-15,6.068150840575441e-14,False
Spock2,7.794014,2.300254,6.491338542330729e-15,6.604876574251345e-14,False
Mrpl21,7.7936153,0.39485717,6.51186373281889e-15,6.622240169097807e-14,False
Pitpna,7.7925024,0.46718743,6.569501910078863e-15,6.67376311342884e-14,False
Rasa3,7.787485,1.0192862,6.835598617864965e-15,6.940399042298014e-14,False
Slc25a39,7.787203,0.5719905,6.850888954654802e-15,6.952235615224722e-14,False
